query,entrezgene,name,symbol,alias,taxid,MGI
TMPRSS6,71753,transmembrane serine protease 6,Tmprss6,1300008A22Rik,10090,MGI:1919003
TMSB10,19240,"thymosin, beta 10",Tmsb10,"Ptmb10, Tb10",10090,MGI:109146
TNC,21923,tenascin C,Tnc,"AI528729, C130033P17Rik, Hxb, TN, TN-C",10090,MGI:101922
TNFAIP3,21929,"tumor necrosis factor, alpha-induced protein 3",Tnfaip3,"A20, Tnfip3",10090,MGI:1196377
TNFAIP8L1,66443,"tumor necrosis factor, alpha-induced protein 8-like 1",Tnfaip8l1,"2600017J23Rik, TIPE1",10090,MGI:1913693
TNFRSF12A,27279,"tumor necrosis factor receptor superfamily, member 12a",Tnfrsf12a,"AI255180, C87282, Fn14, HPIP, TWEAK-R",10090,MGI:1351484
TNFRSF1A,21937,"tumor necrosis factor receptor superfamily, member 1a",Tnfrsf1a,"CD120a, FPF, TNF-R, TNF-R-I, TNF-R1",10090,MGI:1314884
TNFRSF21,94185,"tumor necrosis factor receptor superfamily, member 21",Tnfrsf21,"AA959878, DR6, R74815, TR7",10090,MGI:2151075
TNFRSF23,79201,"tumor necrosis factor receptor superfamily, member 23",Tnfrsf23,"SOB, TNFRSFH23, Tnfrh1, Tnfrsf1al1, mDcTRAILR1",10090,MGI:1930269
TNFRSF25,85030,"tumor necrosis factor receptor superfamily, member 25",Tnfrsf25,"APO-3, DDR3, DR3, LARD, TR3",10090,MGI:1934667
TNFRSF9,21942,"tumor necrosis factor receptor superfamily, member 9",Tnfrsf9,"4-1BB, A930040I11Rik, AA408498, AI325004, CDw137",10090,MGI:1101059
TNFSF9,21950,"tumor necrosis factor (ligand) superfamily, member 9",Tnfsf9,"4-1BB-L, 4-1BBL, AI848817, Cd137l, Ly63l",10090,MGI:1101058
TNKS1BP1,228140,tankyrase 1 binding protein 1,Tnks1bp1,"Tab182, mKIAA1741",10090,MGI:2446193
TNNC1,21924,"troponin C, cardiac/slow skeletal",Tnnc1,"AI874626, TnC, cTnC, cTnI, tncc",10090,MGI:98779
TNNI1,21952,"troponin I, skeletal, slow 1",Tnni1,"2700018B22Rik, AI747285, ssTnI",10090,MGI:105073
TNNT2,21956,"troponin T2, cardiac",Tnnt2,"Tnt, cTnT",10090,MGI:104597
TENC1,209039,tensin 2,Tns2,"C1-ten, Tenc1, nep, nph",10090,MGI:2387586
TNS4,217169,tensin 4,Tns4,"9930017A07Rik, AA589547, AU016405, Cten",10090,MGI:2144377
TOB2,57259,"transducer of ERBB2, 2",Tob2,"2900090N22Rik, 4930545K18Rik, AV071822, mKIAA1663",10090,MGI:1888525
FAM179A,320159,TOG array regulator of axonemal microtubules 2,Togaram2,"4632412N22Rik, Fam179a",10090,MGI:2443498
TOMM22,223696,translocase of outer mitochondrial membrane 22,Tomm22,"2310047D01, Tom22",10090,MGI:2450248
TOMM40,53333,translocase of outer mitochondrial membrane 40,Tomm40,"AW539759, Mom35, Tom40",10090,MGI:1858259
TONSL,72749,"tonsoku-like, DNA repair protein",Tonsl,"2810439M11Rik, Nfkbil2",10090,MGI:1919999
TOP2A,21973,topoisomerase (DNA) II alpha,Top2a,Top-2,10090,MGI:98790
TOPBP1,235559,topoisomerase (DNA) II binding protein 1,Topbp1,"1110031N14Rik, 2810429C13Rik, AI256758, D430026L04Rik, mKIAA0259",10090,MGI:1920018
TPI1,21991,triosephosphate isomerase 1,Tpi1,"AI255506, TIM, Tpi, Tpi-1",10090,MGI:98797
TPPP3,67971,tubulin polymerization-promoting protein family member 3,Tppp3,"2700055K07Rik, CGI-38, Ceacam9, mmCGM8",10090,MGI:1915221
TPRG,71338,transformation related protein 63 regulated,Tprg,"5430420C16Rik, Tprg1",10090,MGI:1918588
TPST1,22021,protein-tyrosine sulfotransferase 1,Tpst1,"R75054, Tango13a",10090,MGI:1298231
TPST2,22022,protein-tyrosine sulfotransferase 2,Tpst2,"AI448750, D5Ucla3, Tango13b, grm, grt",10090,MGI:1309516
TPX2,72119,"TPX2, microtubule-associated",Tpx2,"2610005B21Rik, DIL2, REPP86, p100",10090,MGI:1919369
TRABD,67976,TraB domain containing,Trabd,"5730502D15Rik, AL023039",10090,MGI:1915226
TRABD2B,666048,TraB domain containing 2B,Trabd2b,"Gm12824, Hkat",10090,MGI:3650152
TRADD,71609,TNFRSF1A-associated via death domain,Tradd,"9130005N23Rik, AA930854",10090,MGI:109200
TRAF1,22029,TNF receptor-associated factor 1,Traf1,4732496E14Rik,10090,MGI:101836
TRAF5,22033,TNF receptor-associated factor 5,Traf5,,10090,MGI:107548
TRAF7,224619,TNF receptor-associated factor 7,Traf7,RFWD1,10090,MGI:3042141
TRAIP,22036,TRAF-interacting protein,Traip,Trip,10090,MGI:1096377
TRAK1,67095,"trafficking protein, kinesin binding 1",Trak1,"2310001H13Rik, AI413908, AI467545, hyrt, mKIAA1042",10090,MGI:1914345
TRAM2,170829,translocating chain-associating membrane protein 2,Tram2,C330003D03Rik,10090,MGI:1924817
TRAPPC9,76510,trafficking protein particle complex 9,Trappc9,"1810044A24Rik, 2900005P22Rik, 4632408O18Rik, Ibp, Nibp",10090,MGI:1923760
TREM2,83433,triggering receptor expressed on myeloid cells 2,Trem2,"TREM-2, Trem2a, Trem2b, Trem2c",10090,MGI:1913150
TRERF1,224829,transcriptional regulating factor 1,Trerf1,"9430096I18Rik, AI429294, B830015H24, RAPA, Trep-132",10090,MGI:2442086
TRF,22041,transferrin,Trf,"AI266983, Cd176, HP, Tf, Tfn",10090,MGI:98821
TRIB1,211770,tribbles pseudokinase 1,Trib1,"A530090O15Rik, TRB-1, Trb1",10090,MGI:2443397
TRIB2,217410,tribbles pseudokinase 2,Trib2,"AW319517, TRB-2, TRB2",10090,MGI:2145021
TRIB3,228775,tribbles pseudokinase 3,Trib3,"Ifld2, Nipk, SINK, SKIP3, TRB-3",10090,MGI:1345675
TRIM16,94092,tripartite motif-containing 16,Trim16,"9130006M08Rik, AI482483, EBBP",10090,MGI:2137356
TRIM28,21849,tripartite motif-containing 28,Trim28,"AA408787, KAP-1, KRIP-1, MommeD9, Tif1b",10090,MGI:109274
TRIM3,55992,tripartite motif-containing 3,Trim3,"BERP1, HAC1, Rnf22",10090,MGI:1860040
TRIM30A,20128,tripartite motif-containing 30A,Trim30a,"Rpt-1, Rpt1, Trim30",10090,MGI:98178
TRIM46,360213,tripartite motif-containing 46,Trim46,TRIFIC,10090,MGI:2673000
TRIM47,217333,tripartite motif-containing 47,Trim47,2210023F24Rik,10090,MGI:1917374
TRIM67,330863,tripartite motif-containing 67,Trim67,"D130049O21Rik, TNL",10090,MGI:3045323
TRIM8,93679,tripartite motif-containing 8,Trim8,"AA408830, BB006755, GERP, Rnf27",10090,MGI:1933302
TRIOBP,110253,TRIO and F-actin binding protein,Triobp,"AI428493, EST478828, Tara, mKIAA1662",10090,MGI:1349410
TRIP10,106628,thyroid hormone receptor interactor 10,Trip10,"AI646975, Cip4",10090,MGI:2146901
TRMT112,67674,tRNA methyltransferase 11-2,Trmt112,"0610038D11Rik, Trm112p",10090,MGI:1914924
TRMU,72026,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase,Trmu,"1110005N20Rik, 1600025P05Rik, AI314320, Trmt1",10090,MGI:1919276
TROAP,78733,trophinin associated protein,Troap,"AW476063, E130301L11Rik, tastin",10090,MGI:1925983
TRP53,22059,transformation related protein 53,Trp53,"Tp53, bbl, bfy, bhy, p44",10090,MGI:98834
TRPM1,17364,"transient receptor potential cation channel, subfamily M, member 1",Trpm1,"4732499L03Rik, AI606771, Ltrpc1, Mlsn1",10090,MGI:1330305
TRPM6,225997,"transient receptor potential cation channel, subfamily M, member 6",Trpm6,"CHAK2, TRPM6/CHAK2",10090,MGI:2675603
TRPV4,63873,"transient receptor potential cation channel, subfamily V, member 4",Trpv4,"0610033B08Rik, OTRPC4, Trp12, VR-OAC, VRL-2",10090,MGI:1926945
TSC2,22084,TSC complex subunit 2,Tsc2,"Nafld, Tcs2",10090,MGI:102548
TSC22D3,14605,"TSC22 domain family, member 3",Tsc22d3,"DIP, Dsip1, Gilz, TSC-22R, Tilz3",10090,MGI:1196284
TSEN34,66078,tRNA splicing endonuclease subunit 34,Tsen34,"0610027F08Rik, Leng5",10090,MGI:1913328
TSPAN12,269831,tetraspanin 12,Tspan12,"9030619E17, AI426782, AI663988, AW111457, Tm4sf12",10090,MGI:1889818
TSPAN13,66109,tetraspanin 13,Tspan13,"1100001I23Rik, NET-6, Tm4sf13",10090,MGI:1913359
TSPAN2,70747,tetraspanin 2,Tspan2,"6330415F13Rik, B230119D02Rik, tspan-2",10090,MGI:1917997
TSPAN32,27027,tetraspanin 32,Tspan32,"AW208513, Art-1, BB235973, D7Wsu37e, Phemx",10090,MGI:1350360
TSPAN4,64540,tetraspanin 4,Tspan4,"AI325509, AI746565, D130042I01Rik, NAG-2, Tm4sf7",10090,MGI:1928097
TSPAN7,21912,tetraspanin 7,Tspan7,"1200014P11Rik, A15, AI323365, Cd231, Mxs1",10090,MGI:1298407
TSPO,12257,translocator protein,Tspo,"Bzrp, IBP, PBR, Tspo1",10090,MGI:88222
TSSC4,56844,tumor-suppressing subchromosomal transferable fragment 4,Tssc4,"AA241958, ESTM671070",10090,MGI:1861712
TST,22117,"thiosulfate sulfurtransferase, mitochondrial",Tst,rhodanese,10090,MGI:98852
TTC7,225049,tetratricopeptide repeat domain 7,Ttc7,"1110035E02Rik, 1700007L07Rik, Ttc7a, fsn, hea",10090,MGI:1920999
TTC7B,104718,tetratricopeptide repeat domain 7B,Ttc7b,"AA408451, Ttc7l1",10090,MGI:2144724
TTC9,69480,tetratricopeptide repeat domain 9,Ttc9,,10090,MGI:1916730
TTLL1,319953,tubulin tyrosine ligase-like 1,Ttll1,"6330444E16Rik, AV014541",10090,MGI:2443047
TTLL12,223723,"tubulin tyrosine ligase-like family, member 12",Ttll12,"BC055368, D430005B17",10090,MGI:3039573
TUBA1B,22143,"tubulin, alpha 1B",Tuba1b,Tuba2,10090,MGI:107804
TUBA1C,22146,"tubulin, alpha 1C",Tuba1c,"M[a]6, Tuba6",10090,MGI:1095409
TUBA4A,22145,"tubulin, alpha 4A",Tuba4a,"M[a]4, Tuba4",10090,MGI:1095410
TUBA8,53857,"tubulin, alpha 8",Tuba8,,10090,MGI:1858225
TUBB4A,22153,"tubulin, beta 4A class IVA",Tubb4a,"AI325297, M(beta)4, Tubb, Tubb4",10090,MGI:107848
TUBB5,22154,"tubulin, beta 5 class I",Tubb5,"AA408537, AI596182, B130022C14Rik, M(beta)5",10090,MGI:107812
TUBB6,67951,"tubulin, beta 6 class V",Tubb6,"2310057H16Rik, BB220206",10090,MGI:1915201
TUBG1,103733,"tubulin, gamma 1",Tubg1,"1500010O08Rik, AI451582, AI503389, GCP-1, Tubg",10090,MGI:101834
TUBGCP6,328580,"tubulin, gamma complex associated protein 6",Tubgcp6,"AI843275, D430023H11, GCP-6, mKIAA1669",10090,MGI:2146071
TULP4,68842,tubby like protein 4,Tulp4,"1110057P05Rik, 2210038L17Rik, Tusp",10090,MGI:1916092
TUT1,70044,"terminal uridylyl transferase 1, U6 snRNA-specific",Tut1,"2700038E08Rik, PAPD2, Rbm21, TUTase6, Tent1",10090,MGI:1917294
TVP23A,383103,trans-golgi network vesicle protein 23A,Tvp23a,Fam18a,10090,MGI:3665441
TWF1,19230,twinfilin actin binding protein 1,Twf1,"A6, Ptk9, twinfilin",10090,MGI:1100520
TWF2,23999,twinfilin actin binding protein 2,Twf2,"A6-related, AU014993, Ptk9l, Ptk9r",10090,MGI:1346078
TXN1,22166,thioredoxin 1,Txn1,"ADF, AW550880, Trx1, Txn",10090,MGI:98874
TXN2,56551,thioredoxin 2,Txn2,"2510006J11Rik, AI788873, Trx2",10090,MGI:1929468
TXNDC5,105245,thioredoxin domain containing 5,Txndc5,"AL022641, ERp46, PC-TRP",10090,MGI:2145316
TYMP,72962,thymidine phosphorylase,Tymp,"2900072D10Rik, Ecgf1, PD-ECGF, PDECGF, Pdgfec",10090,MGI:1920212
U2AF1,108121,U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1,U2af1,2010107D16Rik,10090,MGI:98884
UBA52,22186,ubiquitin A-52 residue ribosomal protein fusion product 1,Uba52,"Cep52, D8Ertd21e, Gm1863, Rps27a, Ubb",10090,MGI:98887
UBALD2,319370,UBA-like domain containing 2,Ubald2,"1110014K08Rik, D030012E24Rik, Fam100b",10090,MGI:1914635
UBAP2,68926,ubiquitin-associated protein 2,Ubap2,"1190005K07Rik, AA408600, AU045235, UBAP-2, mKIAA1491",10090,MGI:1916176
UBASH3B,72828,"ubiquitin associated and SH3 domain containing, B",Ubash3b,"2810457I06Rik, BB125008, STS-1, TULA-2, p70",10090,MGI:1920078
UBC,22190,ubiquitin C,Ubc,"2700054O04Rik, AI194771, Rps27a, TI-225, Uba52",10090,MGI:98889
UBE2C,68612,ubiquitin-conjugating enzyme E2C,Ube2c,"1110015A16Rik, D2Ertd695e",10090,MGI:1915862
UBE2I,22196,ubiquitin-conjugating enzyme E2I,Ube2i,"5830467E05Rik, UBC9, Ubce2i, Ubce9",10090,MGI:107365
UBE2M,22192,ubiquitin-conjugating enzyme E2M,Ube2m,"2510040H03Rik, UBC12, Ubc-rs2",10090,MGI:108278
UBE2R2,67615,ubiquitin-conjugating enzyme E2R 2,Ube2r2,"1200003M11Rik, Cdc34b, Ubc3b",10090,MGI:1914865
UBE2S,77891,ubiquitin-conjugating enzyme E2S,Ube2s,"0910001J09Rik, 6720465F12Rik, AA409170, E2-EPF",10090,MGI:1925141
UBE2Z,268470,ubiquitin-conjugating enzyme E2Z,Ube2z,"AW049199, C030047H17Rik, D11Moh35",10090,MGI:1343160
UBQLN2,54609,ubiquilin 2,Ubqln2,"Chap1, Dsk2, HRIHFB2157, Plic-2, Plic2",10090,MGI:1860283
UBR2,224826,ubiquitin protein ligase E3 component n-recognin 2,Ubr2,"9930021A08Rik, AI462103, AW540746, E130209G04Rik, mKIAA0349",10090,MGI:1861099
UBTD1,226122,ubiquitin domain containing 1,Ubtd1,BC016129,10090,MGI:2385092
UBTF,21429,"upstream binding transcription factor, RNA polymerase I",Ubtf,"A930005G04Rik, NOR-90, Tcfubf, UBF, UBF-1",10090,MGI:98512
UBXN1,225896,UBX domain protein 1,Ubxn1,"2B28, 4930455J02Rik, D19Ertd721e, T25529, mY33K",10090,MGI:1289301
UBXN6,66530,UBX domain protein 6,Ubxn6,"1200008L11Rik, 2210415J11Rik, AU040909, Ubxd1, Ubxdc2",10090,MGI:1913780
UHRF1,18140,"ubiquitin-like, containing PHD and RING finger domains, 1",Uhrf1,"AL022808, ICBP90, Np95, RNF106",10090,MGI:1338889
UHRF1BP1,224648,UHRF1 (ICBP90) binding protein 1,Uhrf1bp1,"1110020K19Rik, AA408674, F830021D11Rik, mKIAA4127",10090,MGI:3041238
UNC5B,107449,unc-5 netrin receptor B,Unc5b,"6330415E02Rik, A630020F16, D10Bwg0792e, Unc5h2",10090,MGI:894703
UNC93B1,54445,"unc-93 homolog B1, TLR signaling regulator",Unc93b1,"Unc-93B1, Unc93b",10090,MGI:1859307
UNG,22256,uracil DNA glycosylase,Ung,"UNG1, UNG2",10090,MGI:109352
UPK3B,100647,uroplakin 3B,Upk3b,"AI447729, AI957187, P35, PMS2L14, UpIIIb",10090,MGI:2140882
UQCC2,67267,ubiquinol-cytochrome c reductase complex assembly factor 2,Uqcc2,"2900010M23Rik, Cbp6, M19, Mnf1",10090,MGI:1914517
USP36,72344,ubiquitin specific peptidase 36,Usp36,"2700002L06Rik, mKIAA1453",10090,MGI:1919594
UST,338362,uronyl-2-sulfotransferase,Ust,"D930010O20Rik, UA2OST",10090,MGI:2442406
VANGL1,229658,VANGL planar cell polarity 1,Vangl1,"Kitenin, Lpp2, Stb2, Stbm",10090,MGI:2159344
VANGL2,93840,VANGL planar cell polarity 2,Vangl2,"C530001F03Rik, Lootl, Lp, Lpp1, Ltap",10090,MGI:2135272
VARS,22321,valyl-tRNA synthetase,Vars,"Bat6, D17H6S56E, G7a, Vars1, Vars2",10090,MGI:90675
VASH1,238328,vasohibin 1,Vash1,"AI834978, D930046M13Rik, G630009D10Rik, TTCP 1",10090,MGI:2442543
VASH2,226841,vasohibin 2,Vash2,B130052G07Rik,10090,MGI:2444826
VASP,22323,vasodilator-stimulated phosphoprotein,Vasp,,10090,MGI:109268
VAT1,26949,vesicle amine transport 1,Vat1,VAT-1,10090,MGI:1349450
VAV3,57257,vav 3 oncogene,Vav3,"A530094I06Rik, AA986410, Idd18.1",10090,MGI:1888518
VCAM1,22329,vascular cell adhesion molecule 1,Vcam1,"CD106, Vcam-1",10090,MGI:98926
VCAN,13003,versican,Vcan,"5430420N07Rik, 9430051N09, Cspg2, DPEAAE, NG2",10090,MGI:102889
VDR,22337,"vitamin D (1,25-dihydroxyvitamin D3) receptor",Vdr,Nr1i1,10090,MGI:103076
VEGFA,22339,vascular endothelial growth factor A,Vegfa,"Vegf, Vpf",10090,MGI:103178
VEGFB,22340,vascular endothelial growth factor B,Vegfb,"VEGF-B, Vrf",10090,MGI:106199
VEGFC,22341,vascular endothelial growth factor C,Vegfc,"AW228853, VEGF-C",10090,MGI:109124
VIM,22352,vimentin,Vim,,10090,MGI:98932
VLDLR,22359,very low density lipoprotein receptor,Vldlr,"AA408956, AI451093, AW047288",10090,MGI:98935
VPS37C,107305,vacuolar protein sorting 37C,Vps37c,"5730409F24Rik, AU042646",10090,MGI:2147661
VPS51,68505,VPS51 GARP complex subunit,Vps51,"1110014N23Rik, 3110057M17Rik, AI837850, Ffr",10090,MGI:1915755
VPS52,224705,VPS52 GARP complex subunit,Vps52,"ARE1, D130068D18, D430041K17Rik, SAC2, Sacm2l",10090,MGI:1330304
VPS9D1,72325,VPS9 domain containing 1,Vps9d1,"1300018I17Rik, 2410004N05Rik, 5DOS1, Vsp9d1",10090,MGI:1914143
VWA1,246228,von Willebrand factor A domain containing 1,Vwa1,"4932416A11Rik, WARP",10090,MGI:2179729
VWA7,27762,von Willebrand factor A domain containing 7,Vwa7,"C6orf27, D17H6S56E-3, G7c, NG37",10090,MGI:1306798
WASH,68767,WASH complex subunit 1,Washc1,"1110049F14Rik, ORF19, Wash, Wash1",10090,MGI:1916017
WDR4,57773,WD repeat domain 4,Wdr4,"AI415180, AI448349, D530049K22Rik, Wh, mWH",10090,MGI:1889002
WDR46,57315,WD repeat domain 46,Wdr46,"2310007I04Rik, Bing4, C78447, C78559",10090,MGI:1931871
WDR6,83669,WD repeat domain 6,Wdr6,,10090,MGI:1930140
WDR62,233064,WD repeat domain 62,Wdr62,"2310038K02Rik, b2b1508Clo",10090,MGI:1923696
WDR70,545085,WD repeat domain 70,Wdr70,4833422F06Rik,10090,MGI:1921020
WDR74,107071,WD repeat domain 74,Wdr74,"5730436H21Rik, AA407588",10090,MGI:2147427
WDR90,106618,WD repeat domain 90,Wdr90,"3230401M21Rik, AI551153, mKIAA1924",10090,MGI:1921267
WDTC1,230796,WD and tetratricopeptide repeats 1,Wdtc1,"Gm695, adipose, adp",10090,MGI:2685541
WEE1,22390,WEE 1 homolog 1 (S. pombe),Wee1,Wee1A,10090,MGI:103075
WHRN,73750,whirlin,Whrn,"1110035G07Rik, AW122018, AW742671, C430046P22Rik, Dfnb31",10090,MGI:2682003
WIPF1,215280,"WAS/WASL interacting protein family, member 1",Wipf1,"AI115543, D2Ertd120e, WIP, Waspip",10090,MGI:2178801
WIZ,22404,widely-interspaced zinc finger motifs,Wiz,,10090,MGI:1332638
WNT1,22408,"wingless-type MMTV integration site family, member 1",Wnt1,"Int-1, Wnt-1, sw, swaying",10090,MGI:98953
WNT10A,22409,"wingless-type MMTV integration site family, member 10A",Wnt10a,,10090,MGI:108071
WNT11,22411,"wingless-type MMTV integration site family, member 11",Wnt11,,10090,MGI:101948
WNT4,22417,"wingless-type MMTV integration site family, member 4",Wnt4,Wnt-4,10090,MGI:98957
WNT7B,22422,"wingless-type MMTV integration site family, member 7B",Wnt7b,Wnt-7b,10090,MGI:98962
WNT9A,216795,"wingless-type MMTV integration site family, member 9A",Wnt9a,"Wnt14, wnt-14",10090,MGI:2446084
WSCD2,320916,WSC domain containing 2,Wscd2,"4933413A10Rik, C530024P05Rik, Gm450",10090,MGI:2445030
WT1,22431,WT1 transcription factor,Wt1,"D630046I19Rik, Wt-1",10090,MGI:98968
WWC1,211652,"WW, C2 and coiled-coil domain containing 1",Wwc1,"AA408228, AU017197, BC037006, Kibra",10090,MGI:2388637
WWP2,66894,WW domain containing E3 ubiquitin protein ligase 2,Wwp2,"1300010O06Rik, AA690238, AIP2, AW554328",10090,MGI:1914144
WWTR1,97064,WW domain containing transcription regulator 1,Wwtr1,"2310058J06Rik, 2610021I22Rik, C78399, Taz",10090,MGI:1917649
XDH,22436,xanthine dehydrogenase,Xdh,"XO, Xor, Xox-1, Xox1",10090,MGI:98973
XLR3A,22445,X-linked lymphocyte-regulated 3A,Xlr3a,Xlr3,10090,MGI:109506
XLR3C,22446,X-linked lymphocyte-regulated 3C,Xlr3c,Xlr3b,10090,MGI:3047103
XPNPEP2,170745,"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound",Xpnpep2,"9030008G12Rik, mAPP",10090,MGI:2180001
XRCC1,22594,X-ray repair complementing defective repair in Chinese hamster cells 1,Xrcc1,Xrcc-1,10090,MGI:99137
XRCC6,14375,X-ray repair complementing defective repair in Chinese hamster cells 6,Xrcc6,"70kDa, G22p1, Ku70",10090,MGI:95606
YAF2,67057,YY1 associated factor 2,Yaf2,2810021M11Rik,10090,MGI:1914307
YBX3,56449,Y box protein 3,Ybx3,"Csda, Dpba, MSY3, MSY4, Yb2",10090,MGI:2137670
YIPF3,28064,"Yip1 domain family, member 3",Yipf3,"C6orf109, D17Wsu94e, KLIP1",10090,MGI:106280
YJEFN3,234365,YjeF N-terminal domain containing 3,Yjefn3,"Gm175, YjeF_N3, hYjeF_N3",10090,MGI:2681845
CCDC94,72886,YJU2 splicing factor,Yju2,"2900016D05Rik, AI413813, Ccdc94",10090,MGI:1920136
YWHAZ,22631,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",Ywhaz,"1110013I11Rik, 14-3-3zeta, AI596267, AL022924, AU020854",10090,MGI:109484
ZBTB22,81630,zinc finger and BTB domain containing 22,Zbtb22,"1110008J20Rik, AI265210, AI415166, Bing1, Zfp297",10090,MGI:1931870
ZBTB42,382639,zinc finger and BTB domain containing 42,Zbtb42,"EG382639, Gm5188, simiRP58",10090,MGI:3644133
ZC3H12A,230738,zinc finger CCCH type containing 12A,Zc3h12a,"BC036563, MCPIP, MCPIP-1, Mcpip1, Reg1",10090,MGI:2385891
ZC3H18,76014,zinc finger CCCH-type containing 18,Zc3h18,"1190001B23Rik, 5830416A07Rik, Nhn1",10090,MGI:1923264
ZC3H3,223642,zinc finger CCCH type containing 3,Zc3h3,"BC049953, Kiaa0150, Smicl, Zc3hdc3",10090,MGI:2663721
ZC3H7B,20286,zinc finger CCCH type containing 7B,Zc3h7b,"Gm627, Scrg3, Zc2h7b, mKIAA1031",10090,MGI:1328310
ZCCHC14,142682,"zinc finger, CCHC domain containing 14",Zcchc14,"AA792890, BDG29",10090,MGI:2159407
ZCCHC24,71918,"zinc finger, CCHC domain containing 24",Zcchc24,2310047A01Rik,10090,MGI:1919168
ZCRB1,67197,zinc finger CCHC-type and RNA binding motif 1,Zcrb1,"2700088M22Rik, Madp-1",10090,MGI:1914447
ZDHHC16,74168,"zinc finger, DHHC domain containing 16",Zdhhc16,"1500015N03Rik, Aph2",10090,MGI:1921418
ZDHHC7,102193,"zinc finger, DHHC domain containing 7",Zdhhc7,"AL024087, Gramp2",10090,MGI:2142662
ZDHHC8,27801,"zinc finger, DHHC domain containing 8",Zdhhc8,"D16H22S1738E, DHHC-8, E330009O14Rik, Op53c05, ZDHHCL1",10090,MGI:1338012
ZFHX3,11906,zinc finger homeobox 3,Zfhx3,"A230102L03Rik, Atbf1, Sci, WBP9, mKIAA4228",10090,MGI:99948
ZFP111,56707,zinc finger protein 111,Zfp111,,10090,MGI:1929114
ZFP13,22654,zinc finger protein 13,Zfp13,"AI835008, Krox-8, Zfp-13",10090,MGI:99159
ZFP251,71591,zinc finger protein 251,Zfp251,"9130001M19Rik, AV339307",10090,MGI:1918841
ZFP36,22695,zinc finger protein 36,Zfp36,"Gos24, Nup475, TIS11D, TISII, Tis11",10090,MGI:99180
ZFP365,216049,zinc finger protein 365,Zfp365,"AI839779, AV340892, DBZ, Su48, Znf365",10090,MGI:2143676
ZFP36L2,12193,"zinc finger protein 36, C3H type-like 2",Zfp36l2,"Brf2, ERF2, Tis11d",10090,MGI:107945
ZFP385A,29813,zinc finger protein 385A,Zfp385a,"Hzf, Zfp385, Znf385a",10090,MGI:1352495
ZFP395,380912,zinc finger protein 395,Zfp395,"BC053701, Gm910",10090,MGI:2682318
ZFP414,328801,zinc finger protein 414,Zfp414,"0610030H11Rik, Znf414",10090,MGI:1915641
ZFP423,94187,zinc finger protein 423,Zfp423,"Ebfaz, Roaz, Zfp104, Znf423, ataxia1",10090,MGI:1891217
GM22,195209,zinc finger protein 469,Zfp469,Gm22,10090,MGI:2684868
ZFP503,218820,zinc finger protein 503,Zfp503,"AI181838, B830002A16Rik, Nolz-1, Nolz1, Znf503",10090,MGI:1353644
ZFP511,69752,zinc finger protein 511,Zfp511,"2410004P19Rik, C86579, Znf511",10090,MGI:1917002
ZFP523,224656,zinc finger protein 523,Zfp523,"2810027J07, BC025615, Znf76",10090,MGI:2687278
ZFP580,68992,zinc finger protein 580,Zfp580,"1500015O20Rik, AI838225, Znf580",10090,MGI:1916242
ZFP598,213753,zinc finger protein 598,Zfp598,"BC023040, Ntrap, Znf598",10090,MGI:2670965
ZFP622,52521,zinc finger protein 622,Zfp622,"1110033B05Rik, D15Ertd806e, ZPR9, Znf622",10090,MGI:1289282
ZFP628,232816,zinc finger protein 628,Zfp628,"Zec, Znf628",10090,MGI:2665174
